Bill,Flags,Title,Status,Veto,Date,Original Sponsor
SB 5712,f,Damage caused by wildlife,S Rules X,,2/25/2016,Pearson
SB 5713,f#,Legal financial obligations,S Law & Justice,,1/29/2015,Kohl-Welles
SB 5714,,Govt surveillance technology,S Law & Justice,,1/29/2015,Hargrove
SB 5715,,"Initiatives, fiscal impact",S subst for,,3/9/2015,Fain
SB 5716,fd,"Biotoxin testing, monitoring",S Natural Resour,,1/30/2015,McCoy
SB 5717,fo,Insurer holding company act,C 122 L 15,,4/25/2015,Angel
SB 5718,f,Public education system,S EL/K-12,,1/30/2015,Jayapal
SB 5719,f#,Campus sexual violence,S subst for,,3/4/2015,Bailey
SB 5720,fo,Health professionals,S Health Care,,1/30/2015,Kohl-Welles
SB 5721,,Expanded learning opp's cncl,S subst for,,3/11/2015,Billig
SB 5722,f,Longshore and harbor workers,S Commerce and L,,1/30/2015,Benton
SB 5723,d,"RCW statutes/inactive, etc.",S Rules X,,2/25/2016,Honeyford
SB 5724,,Safe routes to school progrm,S Transportation,,1/30/2015,Billig
SB 5725,,Surplus lines of insurance,S Rules X,,2/25/2016,Benton
SB 5726,f#,Good samaritan/disease tests,S Health Care,,1/30/2015,Frockt
SB 5727,,Extreme risk protec. orders,S Law & Justice,,1/30/2015,Frockt
SB 5728,f#,Opt-out screening for HIV,S subst for,,2/17/2016,Darneille
SB 5729,fd,"Cigarettes, taxation of",S Ways & Means,,1/30/2015,Hargrove
SB 5730,f#,Access roads utilized by DNR,S subst for,,3/3/2015,Pearson
SB 5731,f,Health coverage through PEBB,S Health Care,,1/30/2015,Dansel
SB 5732,,Law enforcement oversight,S Law & Justice,,1/30/2015,Jayapal
SB 5733,fd,Livestock movement reporting,S subst for,,3/9/2015,Warnick
SB 5734,,Apprenticeship training,S Commerce and L,,1/30/2015,Roach
SB 5735,,Carbon reduction investments,S subst for,,3/6/2015,Ericksen
SB 5736,f,Performance mgmt savings,S Acct & Reform,,1/30/2015,Miloscia
SB 5737,f,Government performance,S subst for,,3/9/2015,Miloscia
SB 5738,,Party political committees,S GovtOp&Sec,,1/30/2015,Chase
SB 5739,,Salmon & steelhead spawning,S Natural Resourc,,1/30/2015,Chase
SB 5740,f,Extended foster care,S subst for,,3/9/2015,Fain
SB 5741,f,Health care financing,S Health Care,,1/30/2015,Hasegawa
SB 5742,,Preservation of liberty,S Law & Justice,,1/30/2015,Hasegawa
SB 5743,f,"Insurance producers, etc.",S subst for,,3/10/2015,Fain
SB 5744,f,School workforce reductions,S Rules X,,2/25/2016,Litzow
SB 5745,f#,Truancy reform,S Rules X,,3/23/2015,Hargrove
SB 5746,f,Everett Cmty Coll./aerospace,C 218 L 15,,5/8/2015,Bailey
SB 5747,,"Wrongful life, birth, death",S Law & Justice,,2/2/2015,Padden
SB 5748,,Teacher and principal eval.,S subst for,,3/11/2015,Litzow
SB 5749,fo,Student growth data elements,S EL/K-12,,2/2/2015,Litzow
SB 5750,f#,DFW payments in lieu of tax,S Ways & Means,,2/20/2015,Parlette
SB 5751,f#,Civil asset forfeiture,S Rules X,,2/25/2016,Hasegawa
SB 5752,f,Racial disproportionality,S Rules X,,2/25/2016,Hasegawa
SB 5753,f#,Energy efficient constrction,S Rules X,,2/25/2016,Liias
SB 5754,fd,Health profession rem. plans,S Health Care,,2/2/2015,Keiser
SB 5755,f#,"Property crimes, impacts of",S subst for,,3/5/2015,Hargrove
SB 5756,f,Aerospace tax preferences,S Ways & Means,,2/19/2015,Braun
SB 5757,,Credit union governance,C 123 L 15,,4/25/2015,Benton
SB 5758,f,"Medicaid, reconciliations",S Rules X,,2/25/2016,Honeyford
SB 5759,f,Residential construction,S Rules X,,2/25/2016,Padden
SB 5760,#,Joint operating agencies,C 73 L 15,,4/24/2015,Brown
ESB 5761,f#,Industrial/manu. facilities,C 9 L 15 E1,,6/10/2015,Pearson
SB 5762,f,Vessel taxing and permitting,S Ways & Means,,2/2/2015,Fraser
SB 5763,f,DFW commissioned officers,S subst for,,3/4/2015,Warnick
SB 5764,f,Graffiti removal by DOT,S Transportation,,2/2/2015,Fain
SB 5765,,Nurse in school setting,S EL/K-12,,2/2/2015,Jayapal
SB 5766,f#,Home detention monitoring,S Rules X,,2/2/2016,Roach
SB 5767,,Local govt treasuries,S subst for,,2/11/2016,Cleveland
SB 5768,,County electronic auctions,C 95 L 15,,4/24/2015,Cleveland
SB 5769,f,Noxious weeds on state lands,S Rules X,,3/23/2015,Schoesler
SB 5770,,Patient-provider protection,S Health Care,,2/2/2015,Frockt
SB 5771,f,Ethics investigations,S Rules X,,3/23/2015,Liias
SB 5772,fd,Physicians and PA's,S Rules X,,3/23/2015,Conway
SB 5773,fd,Allopathic physicians,S Health Care,,2/2/2015,Conway
SB 5774,f,Prevailing wage surveys,S Rules X,,2/25/2016,Braun
SB 5775,f,Prevailing rate of wage,S Rules X,,2/25/2016,Braun
SB 5776,,Food stamp work requirements,S HumSer/MenHlth/,,2/2/2015,Braun
SB 5777,,St. employee whistleblowers,S Rules X,,2/25/2016,Becker
SB 5778,f,Ambulatory surgical facility,S subst for,,2/17/2016,Becker
SB 5779,f,RSNs and BHOs/penalties,S Rules 3,,3/10/2016,Parlette
SB 5780,#,Regional transit authorities,S Transportation,,2/2/2015,Fraser
SB 5781,f#,"Suicide threats, response to",S HumSer/MenHlth,,2/2/2015,Billig
SB 5782,,Child under 26/unemancipated,S Law & Justice,,2/2/2015,Nelson
SB 5783,f#,Peace officers/assisting DOC,S Rules X,,2/25/2016,Rivers
SB 5784,f,Estate tax interest waivers,S Ways & Means,,2/2/2015,Rivers
SB 5785,,St. officers official duties,S subst for,,3/11/2015,Rivers
SB 5786,,"Decision making, support for",S Law & Justice,,2/3/2015,Conway
SB 5787,f,Limited-English parents,S Ways & Means,,2/20/2015,Jayapal
SB 5788,f#,Elder justice centers,S Ways & Means,,2/20/2015,Cleveland
SB 5789,,Firearms storage,S Law & Justice,,2/3/2015,Kohl-Welles
SB 5790,,Developmental disabilities,S Health Care,,2/3/2015,Darneille
SB 5791,,Charter schools,S EL/K-12,,2/3/2015,Darneille
SB 5792,f,Forensic mental hlth office,S Ways & Means,,2/18/2015,Darneille
SB 5793,f,Child support credit,C 124 L 15,,4/25/2015,Darneille
SB 5794,f,EBT cards/higher ed students,S HumSer/MenHlth,,2/3/2015,McAuliffe
SB 5795,,Water or sewer facilities,S subst for,,3/4/2015,Roach
SB 5796,f,Adult family homes,S Health Care,,2/3/2015,Becker
SB 5797,,Railroad employees/vehicles,S Transportation,,2/3/2015,Rivers
SB 5798,,Paying issuers/second-party,S Health Care,,2/3/2015,Keiser
SB 5799,f,Flood control zone districts,S subst for,,3/4/2015,Fain
SB 5800,f,Gambling devices w/o license,S Rules X,,2/25/2016,Pearson
SB 5801,f,WA water commission,S Ways & Means,,2/18/2015,Pearson
SB 5802,f,Assisted living paymnt rates,S Ways & Means,,2/13/2015,Becker
SB 5803,,3rd grade English assessment,S subst for,,3/3/2015,Dammeier
SB 5804,f,"State energy code, adoption",S subst for,,3/6/2015,Liias
SB 5805,f,Conflict resolution/schools,C 126 L 15,,4/25/2015,Rivers
SB 5806,,Contraception/medicaid plans,S Health Care,,2/3/2015,Jayapal
SB 5807,,Educator professional devel.,S EL/K-12,,2/3/2015,Litzow
SB 5808,f,Cancer research,S Ways & Means,,2/20/2015,Habib
SB 5809,,Property acquisition by govt,S Rules X,,3/23/2015,Benton
SB 5810,fd,Electronic signatures,S subst for,,3/5/2015,Roach
SB 5811,,Indian tribe property tax ex,S Trade & Econom,,2/4/2015,Pearson
SB 5812,,Unlawful dog tethering,S Law & Justice,,2/4/2015,Chase
SB 5813,f#,Local transportation options,S Transportation,,2/4/2015,Cleveland
SB 5814,f,WA cmty learning ctr program,S EL/K-12,,2/4/2015,Dammeier
SB 5815,,"Naturopaths, prescribing by",S Health Care,,2/4/2015,Becker
SB 5816,f,Traffic safety education,S Transportation,,1/14/2016,Liias
SB 5817,,Fish and wildlife governance,S Natural Resourc,,2/4/2015,Chase
SB 5818,,Fish and wildlife commission,S Natural Resourc,,2/4/2015,Chase
SB 5819,f#,Local tourism promo. areas,S Rules X,,2/25/2016,Miloscia
SB 5820,f,DOT surplus property,S subst for,,3/4/2015,King
SB 5821,,Pharmacy provisions,S Health Care,,2/4/2015,Rivers
SB 5822,,Pharmacy provisions,S Health Care,,2/4/2015,Rivers
SB 5823,f#,Guardians ad litem,S Rules X,,2/25/2016,Rivers
SB 5824,f,Recreational guides,S subst for,,3/4/2015,Parlette
SB 5825,o,High sch science assessment,S EL/K-12,,2/4/2015,Mullet
SB 5826,$f,Small business retirement,S subst for,,3/11/2015,Mullet
SB 5827,f,Data ctr server equip tax ex,S Rules X,,2/25/2016,Warnick
SB 5828,,High capacity trans corridor,S Transportation,,2/4/2015,Benton
SB 5829,f,"Toxics, remedial actions",S Rules X,,2/25/2016,Ericksen
SB 5830,f,Fuel tax agreements w/tribes,S Transportation,,2/4/2015,Ericksen
SB 5831,,Firearms rights restoration,S Rules X,,3/23/2015,Honeyford
SB 5832,,Plat approval time limits,S Rules X,,3/23/2015,Angel
SB 5833,,Assault in third degree,S Law & Justice,,2/5/2015,Roach
SB 5834,f#,Oil transportation safety,"S Energy, Enviro",,2/5/2015,Ranker
SB 5835,d,Earned release time,S Law & Justice,,2/5/2015,Darneille
SB 5836,fd#,Drug offenses/seriousness,S Law & Justice,,2/5/2015,Darneille
SB 5837,f,School mgmt and performance,S Acct & Reform,,2/5/2015,Miloscia
SB 5838,,Mutual insurers,S Fin Inst/Ins,,2/5/2015,Chase
SB 5839,fd#,Offenses prior to 18 yrs old,S Rules X,,3/23/2015,Darneille
SB 5840,f,Emer medical transportation,S Rules X,,2/25/2016,Dammeier
SB 5841,f,Tuition and fees exemption,S Rules X,,2/25/2016,King
SB 5842,,"Utility compliance, planning",S Rules X,,2/25/2016,Braun
SB 5843,f,Outdoor recreation,S subst for,,3/11/2015,Ranker
SB 5844,f,"Fishing opportunities, users",S Natural Resour,,2/5/2015,Rivers
SB 5845,,Household appliances,S Rules X,,3/23/2015,Warnick
SB 5846,f,Plumbing & electrical codes,S Rules X,,3/23/2015,Warnick
SB 5847,f,Contractor registration,S Rules X,,3/23/2015,Angel
SB 5848,f,Marijuana agreemnts w/tribes,S Ways & Means,,2/20/2015,Rivers
SB 5849,,Ethics defense trust funds,S Rules X,,3/23/2015,Padden
SB 5850,f,"Student restraint, isolation",S EL/K-12,,2/5/2015,Rivers
SB 5851,f,College bound scholarship,S subst for,,3/5/2015,Frockt
SB 5852,,Behavioral rehab services,S Ways & Means,,2/20/2015,Frockt
SB 5853,,County treasurers,S GovtOp&Sec,,2/5/2015,Rivers
ESB 5854,f,Coll. bargaining agreements,S Rules X,,2/25/2016,Braun
SB 5855,,State highway projct permits,S Transportation,,2/5/2015,Ericksen
SB 5856,$f,College bound scholarship,S Ways & Means,,2/20/2015,Frockt
SB 5857,f,Pharmacy benefit managers,S subst for,,3/11/2015,Parlette
SB 5858,,Cannabis & econ devel comm.,S Commerce and La,,2/5/2015,Kohl-Welles
SB 5859,f,School construction,S Ways & Means,,2/6/2015,Pedersen
SB 5860,,Homeowners' associations,S Rules X,,2/25/2016,Pearson
SB 5861,,"Prepared food, definition",S Ways & Means,,2/6/2015,Liias
SB 5862,f#,Trans project partnerships,S Transportation,,2/6/2015,Fain
ESB 5863,af,Highway construction workers,C 164 L 15,,5/1/2015,Jayapal
SB 5864,,Annexed areas/sales & use tx,S subst for,,1/27/2016,Nelson
SB 5865,,Children's advocacy centers,S HumSer/MenHlth,,2/6/2015,Miloscia
SB 5866,f#,County sales and use tax,S GovtOp&Sec,,2/6/2015,Honeyford
SB 5867,f,"Lobbying, campaign pub discl",S GovtOp&Sec,,2/6/2015,Liias
SB 5868,f#,Lodging services/tax exem.,S Rules X,,2/25/2016,Jayapal
SB 5869,,Manuf/mobile home location,S Rules X,,2/25/2016,Sheldon
SB 5870,,Aversion therapy/minors,S subst for,,3/11/2015,Liias
ESB 5871,f#,Public sewer required/appeal,C 297 L 15,,5/18/2015,Angel
SB 5872,f,Nat. resources agencies/land,S Natural Resour,,2/6/2015,Dansel
ESB 5873,f,LEOFF plan 1 retirees,C 120 L 16,,3/31/2016,Conway
ESB 5874,f,Retiring eligible coal plant,S Rules X,,2/25/2016,Ericksen
SB 5875,,Property assessment appeals,S Rules X,,3/23/2015,Frockt
SB 5876,,Property assessment appeals,S GovtOp&Sec,,2/6/2015,Frockt
SB 5877,f,Adult family home licensees,S subst for,,3/4/2015,O'Ban
SB 5878,f,Nonresident vessels,S Rules X,,2/25/2016,Bailey
SB 5879,afo,"Infants, toddlers/disability",C 57 L 16,,3/29/2016,Billig
SB 5880,f#,Human trafficking reporting,S Rules X,,2/25/2016,Padden
SB 5881,f,At-risk youth fishing permit,C 98 L 15,,4/24/2015,Pearson
SB 5882,f#,Building officials,S Commerce and L,,2/9/2015,Liias
SB 5883,,Human trafficking info,S Rules X,,2/2/2016,Kohl-Welles
SB 5884,f,Trafficking of persons,S subst for,,3/11/2015,Kohl-Welles
SB 5885,,W & E st. hospital employees,S Commerce and L,,2/9/2015,Conway
SB 5886,,1063 block replacement proj.,S Transportation,,2/9/2015,King
SB 5887,f,Terms of leases/DES director,S subst for,,3/2/2015,Pearson
SB 5888,f,Near fatality incidents,S subst for,,3/5/2015,O'Ban
SB 5889,,Competency eval. timeliness,S subst for,,3/4/2015,O'Ban
SB 5890,,Education employee salaries,S EL/K-12,,2/9/2015,Rolfes
SB 5891,,Human remains sale & display,S Rules X,,3/23/2015,Angel
SB 5892,f,Distributed solar energy,S Ways & Means,,2/19/2015,Ericksen
ESB 5893,a,Amateur athletes/nonemployee,C 299 L 15,,5/18/2015,Fain
SB 5894,f#,Unlawful activity/properties,S Rules 3,,3/10/2016,Sheldon
SB 5895,,Employee med assistnce costs,S Commerce and L,,2/9/2015,Conway
SB 5896,f#,Liquor revenue distribution,S Ways & Means,,2/9/2015,Fraser
SB 5897,f,Suspctd child assault victim,S subst for,,3/6/2015,Cleveland
SB 5898,,Homeless client mgmt info,S Rules X,,2/25/2016,Miloscia
SB 5899,f,Small loans,S subst for,,3/10/2015,Liias
SB 5900,,The homeless/religious orgs,S Rules X,,2/25/2016,Miloscia
SB 5901,,Headlight use requirements,S Transportation,,2/9/2015,Benton
SB 5902,,"DOT surplus property, sale",S Transportation,,2/9/2015,Benton
SB 5903,,Marijuana selling methods,S Rules X,,2/25/2016,Bailey
SB 5904,f,Forest derived biomass,S Ways & Means,,2/9/2015,Hargrove
SB 5905,f,Special education services,S EL/K-12,,2/9/2015,McAuliffe
SB 5906,,Fire protection authorities,S Ways & Means,,2/20/2015,McAuliffe
SB 5907,f,School technology tax exem,S Ways & Means,,2/20/2015,McAuliffe
SB 5908,f,"Student restraint, isolation",S Rules X,,3/23/2015,McAuliffe
SB 5909,f,Health care access and edu,S Ways & Means,,2/20/2015,Frockt
SB 5910,,Engineering fundmentals exam,S Commerce and La,,2/9/2015,Keiser
SB 5911,,Veterans' preferences,S GovtOp&Sec,,2/10/2015,Hobbs
SB 5912,f,State contracting & bonding,S GovtOp&Sec,,2/10/2015,Hasegawa
SB 5913,f,From PERS to PSERS,S Ways & Means,,2/10/2015,Conway
SB 5914,,"Fireworks, regulation of",S Rules X,,2/25/2016,Benton
SB 5915,f,Dynamic fiscal impact stmnts,S subst for,,3/11/2015,Brown
SB 5916,f,Tourism marketing,S Rules X,,2/25/2016,Brown
SB 5917,f,Cigar lounges & tobacconists,S Rules X,,2/25/2016,Brown
SB 5918,,County road vacation,S GovtOp&Sec,,2/10/2015,Brown
SB 5919,,Death with dignity decisions,S Rules X,,2/25/2016,Angel
SB 5920,,Initiative measure filing,S Rules X,,2/25/2016,Benton
ESB 5921,,Land use permit process,S Rules X,,2/25/2016,Honeyford
SB 5922,f,Highly capable students,S EL/K-12,,2/11/2015,Rolfes
ESB 5923,af#,Construction industry,C 241 L 15,,5/11/2015,Brown
SB 5924,,Medical & behavioral health,S HumSer/MenHlth/,,2/11/2015,Hargrove
SB 5925,,Nonfelony charges diversion,S Rules X,,3/23/2015,Hargrove
SB 5926,f#,Paint stewardship,"S Energy, Enviro",,2/11/2015,Chase
SB 5927,f,School construction taxes,S Ways & Means,,2/11/2015,Sheldon
SB 5928,,Education T.O.,S subst for,,3/29/2016,Dammeier
SB 5929,f,State-owned aquatic lands,S Natural Resourc,,2/11/2015,Sheldon
SB 5930,f,Music education/elem schools,S EL/K-12,,2/11/2015,Chase
SB 5931,,Gang prevention/public works,S Rules X,,2/25/2016,Brown
SB 5932,,Homeless youth prevention,S HumSer/MenHlth/,,2/11/2015,Miloscia
SB 5933,f,Human trafficking laws progr,S subst for,,3/5/2015,O'Ban
SB 5934,,Innovation & jobs task force,S Rules X,,2/25/2016,Brown
ESB 5935,af,Biological products,C 242 L 15,,5/11/2015,Parlette
SB 5936,,Rebates/trans benefit distr,S Transportation,,2/11/2015,Frockt
SB 5937,,Farm internship pilot projct,S Rules 3,,3/10/2016,Parlette
SB 5938,,Gray wolf partial delisting,S Natural Resour,,2/12/2015,Dansel
SB 5939,f,Family medicine residency,S Health Care,,2/12/2015,Hasegawa
SB 5940,f#,Cougar control pilot program,S Rules X,,2/25/2016,Dansel
SB 5941,f,Adjuncts/substitute teachers,S Rules X,,2/25/2016,Rivers
SB 5942,f,Nat. guard youth challenge,S Ways & Means,,2/20/2015,McAuliffe
SB 5943,,Initiative measure filing,S GovtOp&Sec,,2/12/2015,Roach
ESB 5944,f,State spending programs,S Rules X,,2/25/2016,Hill
SB 5945,,Incapacitated and vulnerable,S Law & Justice,,2/12/2015,Rivers
SB 5946,,Students with disabilities,S EL/K-12,,2/12/2015,Rivers
SB 5947,f,Integrated care psychiatry,S Health Care,,1/14/2016,Becker
SB 5948,f,Wrestling special lic plates,S Transportation,,2/12/2015,Braun
SB 5949,,Alaskan Way viaduct project,S Transportation,,2/12/2015,Baumgartner
SB 5950,f,Prevailing wage survey data,S Rules X,,2/25/2016,Braun
SB 5951,f,Prevailing wages/pilot prjct,S Rules X,,2/25/2016,Braun
SB 5952,f,"Prevailing wages, paying of",S Rules X,,2/25/2016,Braun
SB 5953,,Nonprofits/prevailing wage,S Rules X,,2/25/2016,Braun
SB 5954,f,Reducing tuition,S subst for,,3/11/2015,Braun
SB 5955,f#,Criminal justice training,S Ways & Means,,2/12/2015,Braun
SB 5956,,Victim identity defenses,S Law & Justice,,2/13/2015,Liias
SB 5957,f#,Pedestrian fatality review,S subst for,,3/9/2015,Liias
SB 5958,afd,State veterans' homes,C 219 L 15,,5/8/2015,Roach
ESB 5959,,Natural resources management,S Rules X,,2/2/2016,Hatfield
SB 5960,f,Wolf conservation and mgmt,S subst for,,3/4/2015,Dansel
SB 5961,,Construction defect actions,S Rules X,,3/23/2015,Benton
SB 5962,f,Wolf conserv. & mgmt plan,S Natural Resour,,2/13/2015,Dansel
SB 5963,,Wolf-livestock interactions,S Natural Resourc,,2/13/2015,Dansel
SB 5964,,Infill development,S GovtOp&Sec,,2/13/2015,Roach
SB 5965,f,Base and min. instream flows,S subst for,,3/10/2015,Warnick
SB 5966,fo,HS career and tech courses,S EL/K-12,,2/13/2015,Rolfes
SB 5967,,Eliminating brd of education,S EL/K-12,,2/13/2015,McCoy
SB 5968,,Foreclosure proceedings,S Fin Inst/Ins,,2/13/2015,Hobbs
SB 5969,,St environmental policy act,S Rules X,,2/25/2016,Brown
SB 5970,,Public wrks contracts option,S GovtOp&Sec,,2/13/2015,Hasegawa
SB 5971,,WA publicly owned trust,S Fin Inst/Ins,,2/13/2015,Hasegawa
SB 5972,,"Seeds, agency procurement of",S subst for,,3/9/2015,Schoesler
SB 5973,f,Raffle tickts/traffic relief,S Ways & Means,,2/20/2015,Benton
SB 5974,f,Disabled vets sup coverage,C 127 L 15,,4/25/2015,Benton
SB 5975,f,"Drivers ed, parent-taught",S Rules X,,3/23/2015,Benton
SB 5976,f,School employee insurance,S Rules X,,2/25/2016,Litzow
SB 5977,fo,Community and tech colleges,S Rules X,,2/25/2016,Bailey
SB 5978,fd,Presidential primary,S Rules X,,2/25/2016,Roach
SB 5979,f,Salary increases,S Rules X,,2/25/2016,Braun
SB 5980,f,Elected officials retirement,S Ways & Means,,2/13/2015,Braun
SB 5981,,State debt limitations,S Rules X,,2/25/2016,Braun
SB 5982,f,Retirement age/state systems,S Ways & Means,,2/13/2015,Braun
SB 5983,,Services for remuneration,S Rules X,,2/25/2016,Warnick
SB 5984,f,Leasehold excise tax credit,S Ways & Means,,2/13/2015,Kohl-Welles
SB 5985,,Not planning under GMgmt Act,S Rules X,,2/25/2016,Dansel
SB 5986,f,"Telemedicine, board of",S Health Care,,2/16/2015,Becker
SB 5987,f#,Transportation revenue,S subst for,,2/27/2015,King
SB 5988,,Additive trans funding,S subst for,,3/2/2015,King
SB 5989,,Transportation funding bonds,S subst for,,6/29/2015,King
SB 5990,f,"Trans projects/sales, use tx",S subst for,,2/27/2015,King
SB 5991,f,DOT/env leg stew acct funds,S subst for,,2/27/2015,King
SB 5992,f,Ferry vessel construction,S subst for,,2/27/2015,King
2ESB 5993,f,"Public works contracts, proj",C 40 L 15 E3,,7/14/2015,King
SB 5994,f#,State trans corridor projcts,S subst for,,2/27/2015,King
2ESB 5995,,Mobility/trans system goal,C 16 L 15 E3,,7/6/2015,King
SB 5996,f#,DOT transportation projects,S subst for,,2/27/2015,King
SB 5997,f,Trans project delivery,S subst for,,2/27/2015,King
SB 5998,,Groundwater protection,S Ag/Water/RurEcD,,2/16/2015,Roach
SB 5999,f,Caseload forecast council,S subst for,,3/5/2015,Darneille
SB 6000,,Cnty legislative authorities,S Rules X,,2/25/2016,Dansel
SB 6001,f,"Newspaper, definition of",S Ways & Means,,2/16/2015,Cleveland
SB 6002,f,Pest management in schools,S Ag/Water/RurEc,,2/16/2015,Chase
SB 6003,,Conservation districts,S Ag/Water/RurEcD,,2/16/2015,Hobbs
SB 6004,,Coal displacement power,S Rules X,,2/25/2016,Braun
SB 6005,f,Retirement/max compensation,S Ways & Means,,2/16/2015,Braun
SB 6006,,State agencies/lean cultures,S Acct & Reform,,2/16/2015,Jayapal
SB 6007,f#,Theft of rental property,S subst for,,2/9/2016,Roach
SB 6008,,Public hospital distrct levy,S GovtOp&Sec,,2/16/2015,Chase
SB 6009,f,Catastrophic wildfire damage,S Ways & Means,,2/16/2015,Parlette
SB 6010,f,Nursing home payment system,S Health Care,,2/17/2015,Parlette
SB 6011,,Alcohol retailers/credit,S Commerce and La,,2/17/2015,Mullet
SB 6012,,Drinking water/bldg permits,S GovtOp&Sec,,2/17/2015,Roach
ESB 6013,f,Charity supporter tax relief,C 32 L 15 E3,,7/6/2015,Roach
SB 6014,,Pub records actions remedies,S GovtOp&Sec,,2/17/2015,Honeyford
SB 6015,f,Hunter ed/NRA spec lic plate,S Rules X,,2/25/2016,Roach
SB 6016,f,Interest arbitration,S Rules X,,2/25/2016,Braun
SB 6017,f,PERS and TRS plan 1 COLAs,S Ways & Means,,2/17/2015,Liias
SB 6018,,Rural cnty library districts,S GovtOp&Sec,,2/17/2015,Fain
SB 6019,f,Adjudicative proceedings,S subst for,,3/2/2015,Padden
SB 6020,,Sunshine committee rec's,S GovtOp&Sec,,2/17/2015,Chase
SB 6021,,Pub hosp. dist. 1/UWMedicine,S Rules X,,2/25/2016,Roach
SB 6022,,Insurer investments & assets,S Fin Inst/Ins,,2/18/2015,Chase
SB 6023,,DOC inmates hospital care,S Law & Justice,,2/18/2015,Pearson
SB 6024,,"Healthcare contractors, HMOs",S Health Care,,2/18/2015,Chase
SB 6025,f,Cross-laminated timber prod.,S Ways & Means,,2/18/2015,Liias
SB 6026,f#,Nonprof ambulance/volunteers,S Ways & Means,,2/5/2016,Dansel
SB 6027,f,WA motion picture industry,S Ways & Means,,2/18/2015,Kohl-Welles
SB 6028,,"Secure drivers' license, etc",S Transportation,,2/18/2015,Benton
SB 6029,,Living wage,S Commerce and L,,2/18/2015,Miloscia
SB 6030,,Assessmnts in public schools,S EL/K-12,,2/18/2015,Chase
SB 6031,f,Public works contractors/DES,S GovtOp&Sec,,2/18/2015,Chase
SB 6032,,Agency rule change petitions,S Acct & Reform,,2/18/2015,Miloscia
SB 6033,,Small businesses/regulations,S Rules X,,2/25/2016,Roach
SB 6034,f,Veteran-owned businesses,S Ways & Means,,2/20/2015,Roach
SB 6035,,Public works assistance acct,S Ways & Means,,2/19/2015,Rivers
SB 6036,,Health care professionals,S Rules X,,2/25/2016,Hill
SB 6037,,Public hospital districts,S GovtOp&Sec,,2/19/2015,Roach
SB 6038,,Public hospital districts,S GovtOp&Sec,,2/19/2015,Keiser
SB 6039,$,Farm support programs,S Ways & Means,,2/19/2015,Pearson
SB 6040,,Educational assessmnt system,S EL/K-12,,2/19/2015,Chase
SB 6041,f,B&O tax exem for utilities,S Ways & Means,,2/19/2015,Rivers
SB 6042,,Cadmium/children's jewelry,"S Energy, Environ",,2/19/2015,Brown
SB 6043,,Disability/investing program,S Health Care,,2/19/2015,Habib
ESB 6044,f,Trans facility at waterway,S Rules X,,2/25/2016,Ericksen
SB 6045,f,Hospital safety net,S subst for,,4/3/2015,Becker
SB 6046,,PUD telecom services vote,"S Energy, Enviro",,2/23/2015,Rolfes
SB 6047,f,Airplane repair operators,S Ways & Means,,2/24/2015,Baumgartner
SB 6048,f,Telecom internet tax exem,S Ways & Means,,2/25/2015,Warnick
SB 6049,,Fiscal matters T.O.,S Rules 2,,7/10/2015,Hill
SB 6050,,Fiscal matters T.O.,S Rules X,,2/25/2016,Hill
SB 6051,,State government T.O.,S Rules X,,2/25/2016,Hill
SB 6052,,State government T.O.,S subst for,,6/29/2015,Hill
SB 6053,,Human services T.O.,S Ways & Means,,2/25/2015,Hill
SB 6054,,Human services T.O.,S Ways & Means,,2/25/2015,Hargrove
SB 6055,,Health care T.O.,S 2nd Reading,,3/29/2016,Hill
SB 6056,,Health care T.O.,S Ways & Means,,2/25/2015,Hill
SB 6057,,Revenue T.O.,S subst for,,6/29/2015,Hill
SB 6058,,Natural resources T.O.,S Ways & Means,,2/25/2015,Hill
SB 6059,,Education T.O.,S Rules X,,2/25/2016,Hill
SB 6060,,Education T.O.,S Ways & Means,,2/25/2015,Litzow
SB 6061,,Revenue T.O.,S Ways & Means,,2/25/2015,Hargrove
SB 6062,,Marijuana T.O.,S subst for,,4/3/2015,Hill
SB 6063,,Revenue T.O.,S Ways & Means,,2/25/2015,Ranker
SB 6064,,Revenue T.O.,S Ways & Means,,2/25/2015,Ranker
SB 6065,,Health care T.O.,S Ways & Means,,2/25/2015,Ranker
SB 6066,,Corrections T.O.,S Ways & Means,,2/25/2015,Hargrove
SB 6067,,Corrections T.O.,S Ways & Means,,2/25/2015,Hargrove
SB 6068,,Higher education T.O.,S Ways & Means,,2/25/2015,Ranker
SB 6069,,Education T.O.,S Ways & Means,,2/25/2015,Ranker
SB 6070,,Environ. fiscal matters T.O.,S Ways & Means,,2/25/2015,Ranker
SB 6071,,LEOFF plan 2/ben. fund accts,S Ways & Means,,2/25/2015,Hobbs
SB 6072,,Transportation revenue T.O.,S Transportation,,2/26/2015,King
SB 6073,,"Trans funding, approps T.O.",S Transportation,,2/26/2015,King
SB 6074,,Bonds for trans funding T.O.,S Transportation,,2/26/2015,King
SB 6075,$,Crude oil pipelines,"S Energy, Environ",,2/26/2015,Baumgartner
SB 6076,f#,Garnishing public pensions,S Ways & Means,,3/4/2015,Bailey
SB 6077,f,Forfeiting public pensions,S Ways & Means,,3/4/2015,Bailey
SB 6078,f,Manufacturing partnerships,S Ways & Means,,1/21/2016,Rivers
SB 6079,,Basic education funding,S EL/K-12,,3/9/2015,Baumgartner
